날짜,종목명,등락률,최근2주출현,연속출현,전고점상태,돌파유지일,최근1주출현
2026.06.22,대우건설,2.59,4,1,-41.3%,-,2.0
2026.06.22,삼성E&A,2.57,4,1,-22.5%,-,2.0
2026.06.22,이수페타시스,2.43,5,1,-27.0%,-,2.0
2026.06.22,한미반도체,2.2,5,1,-26.4%,-,1.0
2026.06.22,S-Oil,1.61,4,2,-24.3%,-,2.0
2026.06.22,한국항공우주,1.43,4,1,-26.4%,-,2.0
2026.06.22,LG,0.92,3,1,-33.7%,-,1.0
2026.06.22,삼성전자우,0.9,4,1,-3.2%,-,2.0
2026.06.22,SK,0.83,6,2,🚀 +0.0%,2일,4.0
2026.06.23,신한지주,0.21,4,1,-9.1%,-,2.0
2026.06.23,KT,0.19,4,1,-23.9%,-,1.0
2026.06.23,삼양식품,0.19,3,1,-25.8%,-,1.0
2026.06.23,메리츠금융지주,-1.04,3,1,-28.5%,-,1.0
2026.06.23,KT&G,-1.32,2,1,-8.7%,-,1.0
2026.06.23,우리금융지주,-1.34,3,1,-27.8%,-,1.0
2026.06.23,기업은행,-1.46,3,1,-29.1%,-,1.0
2026.06.23,크래프톤,-1.56,4,1,-24.5%,-,3.0
2026.06.23,DB손해보험,-1.63,3,1,-32.4%,-,1.0
2026.06.23,삼성바이오로직스,-1.7,4,1,-29.6%,-,3.0
2026.06.23,KB금융,-2.1,4,1,-10.6%,-,1.0
2026.06.23,HD현대마린솔루션,-2.39,3,1,-27.1%,-,1.0
2026.06.23,산일전기,-3.27,4,1,-33.4%,-,1.0
2026.06.23,SK,-3.42,7,3,-3.4%,-,4.0
2026.06.23,하나금융지주,-3.51,4,1,-12.5%,-,1.0
2026.06.23,카카오뱅크,-3.57,2,1,-29.4%,-,1.0
2026.06.23,한진칼,-3.69,4,1,-36.6%,-,1.0
2026.06.23,대한항공,-4.25,4,1,-13.7%,-,1.0
2026.06.23,한국타이어앤테크놀로지,-4.5,4,1,-18.8%,-,2.0
2026.06.23,SK텔레콤,-4.56,2,1,-28.2%,-,1.0
2026.06.23,LIG디펜스앤에어로스페이스,-4.6,4,1,-20.7%,-,1.0
2026.06.23,키움증권,-4.6,4,1,-35.1%,-,1.0
2026.06.23,한국전력,-4.61,5,1,-43.6%,-,2.0
2026.06.23,한화에어로스페이스,-4.62,5,1,-30.2%,-,2.0
2026.06.23,에이피알,-4.69,5,1,-22.5%,-,3.0
2026.06.23,셀트리온,-4.75,2,1,-35.4%,-,1.0
2026.06.23,현대로템,-4.86,4,1,-28.0%,-,1.0
2026.06.23,HMM,-4.91,6,1,-24.1%,-,1.0
2026.06.23,LS ELECTRIC,-5.1,4,1,-73.8%,-,2.0
2026.06.23,S-Oil,-5.14,5,3,-28.2%,-,3.0
2026.06.23,삼성증권,-5.26,3,1,-27.8%,-,1.0
2026.06.23,두산에너빌리티,-5.31,5,1,-34.6%,-,1.0
2026.06.23,포스코인터내셔널,-5.45,3,1,-42.4%,-,1.0
2026.06.23,고려아연,-5.49,3,1,-48.7%,-,1.0
2026.06.23,한국항공우주,-5.52,5,2,-30.5%,-,2.0
2026.06.23,삼성생명,-5.66,6,1,-14.5%,-,4.0
2026.06.23,삼성화재,-5.69,4,1,-11.5%,-,3.0
2026.06.23,효성중공업,-5.69,5,1,-21.4%,-,2.0
2026.06.23,HD현대,-5.8,4,1,-32.0%,-,1.0
2026.06.23,한국금융지주,-5.88,4,1,-28.9%,-,2.0
2026.06.23,LG에너지솔루션,-6.1,3,1,-25.3%,-,2.0
2026.06.23,두산,-6.13,4,1,-30.5%,-,1.0
2026.06.23,한화,-6.28,4,1,-29.8%,-,2.0
2026.06.23,SK이노베이션,-6.49,3,1,-37.4%,-,1.0
2026.06.23,NH투자증권,-6.66,4,1,-26.7%,-,2.0
2026.06.23,카카오,-6.93,4,1,-45.0%,-,1.0
2026.06.23,대한전선,-6.97,3,1,-52.0%,-,1.0
2026.06.23,SK스퀘어,-7.01,8,6,-7.0%,-,5.0
2026.06.23,POSCO홀딩스,-7.07,3,1,-39.8%,-,1.0
2026.06.23,삼성에피스홀딩스,-7.15,3,1,-43.8%,-,1.0
2026.06.23,삼성중공업,-7.25,5,1,-29.4%,-,2.0
2026.06.23,HD현대중공업,-7.55,4,1,-21.1%,-,1.0
2026.06.23,삼성에스디에스,-8.11,2,1,-47.1%,-,1.0
2026.06.23,HD현대일렉트릭,-8.13,5,1,-33.2%,-,1.0
2026.06.23,LS,-8.25,4,1,-34.6%,-,2.0
2026.06.23,HD한국조선해양,-8.3,5,1,-23.9%,-,1.0
2026.06.23,이수페타시스,-8.31,5,2,-33.0%,-,2.0
2026.06.23,현대글로비스,-8.38,5,1,-35.7%,-,2.0
2026.06.23,하이브,-8.4,4,1,-51.8%,-,2.0
2026.06.23,한화시스템,-8.49,4,1,-49.7%,-,1.0
2026.06.23,미래에셋증권,-8.57,2,1,-49.7%,-,1.0
2026.06.23,NAVER,-8.78,2,1,-29.4%,-,1.0
2026.06.23,현대차2우B,-8.92,4,1,-33.7%,-,2.0
2026.06.23,기아,-9.25,3,1,-33.3%,-,1.0
2026.06.23,대덕전자,-9.42,5,1,-26.5%,-,2.0
2026.06.23,삼성전자우,-9.6,5,2,-12.5%,-,2.0
2026.06.23,LG화학,-9.75,3,1,-32.1%,-,1.0
2026.06.23,현대건설,-9.94,3,1,-39.0%,-,1.0
2026.06.23,포스코퓨처엠,-9.95,4,1,-41.6%,-,1.0
2026.06.24,삼성에피스홀딩스,11.23,3,2,-37.4%,-,2.0
2026.06.24,삼성전자,9.84,3,1,-6.1%,-,2.0
2026.06.24,삼성바이오로직스,8.8,4,2,-23.4%,-,3.0
2026.06.24,셀트리온,7.6,2,2,-30.5%,-,2.0
2026.06.24,HD현대마린솔루션,7.09,3,2,-21.9%,-,2.0
2026.06.24,삼성물산,5.82,6,1,-10.0%,-,3.0
2026.06.24,S-Oil,5.71,5,4,-24.1%,-,4.0
2026.06.24,대한항공,5.6,4,2,-8.8%,-,2.0
2026.06.24,삼성전자우,5.43,6,3,-7.8%,-,3.0
2026.06.24,SK바이오팜,5.35,4,1,-28.3%,-,2.0
2026.06.24,SK이노베이션,5.02,3,2,-34.3%,-,2.0
2026.06.24,삼양식품,4.66,3,2,-22.3%,-,2.0
2026.06.24,한미반도체,4.65,4,1,-34.1%,-,2.0
2026.06.24,에이피알,4.36,5,2,-19.2%,-,3.0
2026.06.24,삼성SDI,4.26,3,1,-31.3%,-,2.0
2026.06.24,한진칼,4.01,4,2,-34.1%,-,2.0
2026.06.25,SK,20.51,7,1,🚀 +0.0%,1일,4.0
2026.06.25,SK하이닉스,13.06,7,1,🔥 -0.1%,-,3.0
2026.06.25,삼성전자우,10.07,6,4,🚀 +0.0%,1일,4.0
2026.06.25,신세계,8.18,4,1,-3.4%,-,3.0
2026.06.25,삼성물산,7.79,6,2,🔥 -3.0%,-,4.0
2026.06.25,키움증권,7.48,4,1,-31.9%,-,2.0
2026.06.25,대한항공,6.4,5,3,🔥 -3.0%,-,3.0
2026.06.25,한진칼,6.05,4,3,-30.1%,-,3.0
2026.06.25,한국전력,5.58,5,1,-39.7%,-,2.0
2026.06.25,SK스퀘어,5.56,8,1,-3.6%,-,4.0
2026.06.26,한국타이어앤테크놀로지,3.51,3,1,-18.3%,-,2.0
2026.06.26,KT,0.38,3,1,-24.2%,-,2.0
2026.06.26,DB하이텍,0.19,3,1,-28.2%,-,2.0
2026.06.26,신세계,-0.13,5,2,-3.5%,-,4.0
2026.06.26,삼성전기,-0.2,5,1,-12.2%,-,1.0
2026.06.26,삼성에스디에스,-0.37,2,1,-47.5%,-,2.0
2026.06.26,한국항공우주,-0.42,4,1,-29.9%,-,3.0
2026.06.26,LG,-0.8,3,1,-40.5%,-,2.0
2026.06.26,SK텔레콤,-0.88,2,1,-27.6%,-,2.0
2026.06.26,기업은행,-1.45,3,1,-31.1%,-,2.0
2026.06.26,이수페타시스,-1.64,4,1,-33.2%,-,3.0
2026.06.26,NAVER,-1.65,2,1,-31.6%,-,2.0
2026.06.26,KB금융,-1.71,3,1,-13.2%,-,2.0
2026.06.26,메리츠금융지주,-1.76,3,1,-31.2%,-,2.0
2026.06.26,KT&G,-1.82,2,1,-11.4%,-,2.0
2026.06.26,HMM,-1.88,4,1,-25.3%,-,2.0
2026.06.26,크래프톤,-1.92,4,1,-30.5%,-,2.0
2026.06.26,삼성화재,-2.3,4,1,-12.9%,-,2.0
2026.06.26,LG이노텍,-2.31,4,1,-39.2%,-,1.0
2026.06.26,우리금융지주,-2.41,2,1,-30.5%,-,2.0
2026.06.26,삼양식품,-2.8,3,1,-23.1%,-,3.0
2026.06.26,기아,-3.01,2,1,-34.3%,-,2.0
2026.06.26,신한지주,-3.07,4,1,-14.8%,-,2.0
2026.06.26,삼성에피스홀딩스,-3.07,3,1,-37.4%,-,3.0
2026.06.26,HD현대중공업,-3.09,3,1,-24.3%,-,2.0
2026.06.26,삼성바이오로직스,-3.1,5,1,-25.0%,-,3.0
2026.06.26,카카오,-3.21,2,1,-46.8%,-,2.0
2026.06.26,삼성생명,-3.24,6,1,-13.0%,-,2.0
2026.06.26,DB손해보험,-3.31,2,1,-36.0%,-,2.0
2026.06.26,삼성중공업,-3.36,4,1,-33.1%,-,2.0
2026.06.26,카카오뱅크,-3.42,2,1,-31.2%,-,2.0
2026.06.26,LG전자,-3.5,3,1,-50.1%,-,2.0
2026.06.26,대한항공,-3.61,5,4,-6.5%,-,4.0
2026.06.26,하나금융지주,-3.77,3,1,-16.9%,-,2.0
2026.06.26,현대차2우B,-3.87,4,1,-34.8%,-,2.0
2026.06.26,삼성E&A,-4.05,4,1,-35.6%,-,2.0
2026.06.26,현대글로비스,-4.09,4,1,-37.9%,-,2.0
2026.06.26,LG씨엔에스,-4.09,2,1,-47.7%,-,2.0
2026.06.26,셀트리온,-4.16,3,1,-33.2%,-,3.0
2026.06.26,두산,-4.38,2,1,-34.5%,-,2.0
2026.06.26,한국전력,-4.38,5,2,-42.3%,-,3.0
2026.06.26,HD현대마린솔루션,-4.42,3,1,-22.8%,-,3.0
2026.06.26,현대차,-4.47,3,1,-35.9%,-,1.0
2026.06.26,한진칼,-4.71,5,4,-33.4%,-,4.0
2026.06.26,에이피알,-4.72,6,1,-20.9%,-,3.0
2026.06.26,삼성물산,-4.72,6,3,-7.6%,-,4.0
2026.06.26,NH투자증권,-4.81,3,1,-29.3%,-,2.0
2026.06.26,HD현대,-4.84,3,1,-37.9%,-,2.0
2026.06.26,고려아연,-4.86,3,1,-50.1%,-,2.0
2026.06.26,SK,-5.01,8,2,-5.0%,-,4.0
2026.06.26,LG화학,-5.08,2,1,-36.9%,-,2.0
2026.06.26,S-Oil,-5.09,5,1,-34.0%,-,4.0
2026.06.26,LIG디펜스앤에어로스페이스,-5.16,4,1,-27.9%,-,2.0
2026.06.26,현대모비스,-5.17,4,1,-36.7%,-,1.0
2026.06.26,SK이노베이션,-5.19,4,1,-40.3%,-,3.0
2026.06.26,하이브,-5.27,3,1,-56.0%,-,2.0
2026.06.26,삼성전자,-5.3,3,1,-6.3%,-,2.0
2026.06.26,효성중공업,-5.4,5,1,-32.6%,-,2.0
2026.06.26,삼성SDI,-5.41,3,1,-36.1%,-,2.0
2026.06.26,한화에어로스페이스,-5.43,4,1,-34.2%,-,2.0
2026.06.26,한화,-5.52,4,1,-33.1%,-,2.0
2026.06.26,POSCO홀딩스,-5.57,2,1,-43.0%,-,2.0
2026.06.26,HD한국조선해양,-5.6,4,1,-27.9%,-,2.0
2026.06.26,포스코퓨처엠,-5.64,3,1,-45.7%,-,2.0
2026.06.26,한미반도체,-5.68,3,1,-37.1%,-,3.0
2026.06.26,포스코인터내셔널,-5.68,3,1,-47.7%,-,2.0
2026.06.29,LG에너지솔루션,20.81,3,1,-17.3%,-,2.0
2026.06.29,포스코퓨처엠,16.81,3,2,-36.6%,-,3.0
2026.06.29,삼성E&A,14.96,4,2,-26.0%,-,2.0
2026.06.29,LG화학,13.65,3,2,-28.3%,-,3.0
2026.06.29,포스코인터내셔널,12.6,4,2,-41.1%,-,3.0
2026.06.29,삼성SDI,12.53,4,2,-28.1%,-,3.0
2026.06.29,현대건설,12.39,2,1,-38.5%,-,2.0
2026.06.29,S-Oil,11.27,6,2,-26.6%,-,4.0
2026.06.29,대한전선,11.13,2,1,-52.4%,-,2.0
2026.06.29,LS ELECTRIC,10.34,3,1,-74.7%,-,2.0
2026.06.29,SK이노베이션,9.94,4,2,-34.3%,-,4.0
2026.06.29,SK바이오팜,9.89,4,1,-24.0%,-,3.0
2026.06.29,삼성에피스홀딩스,9.85,4,2,-31.2%,-,4.0
2026.06.29,하이브,9.84,4,2,-51.7%,-,3.0
2026.06.29,크래프톤,9.56,5,2,-23.9%,-,3.0
2026.06.29,POSCO홀딩스,9.18,3,2,-37.8%,-,3.0
2026.06.29,한국금융지주,9.0,3,1,-25.5%,-,2.0
2026.06.29,대우건설,8.91,3,1,-46.7%,-,1.0
2026.06.29,현대로템,8.89,3,1,-31.3%,-,2.0
2026.06.29,두산에너빌리티,8.51,3,1,-35.5%,-,2.0
2026.06.29,미래에셋증권,8.2,2,1,-48.0%,-,2.0
2026.06.29,카카오,8.14,3,2,-42.5%,-,3.0
2026.06.29,셀트리온,8.02,4,2,-27.9%,-,4.0
2026.06.29,키움증권,7.99,4,1,-33.2%,-,3.0
2026.06.29,삼성바이오로직스,7.82,6,2,-18.6%,-,4.0
2026.06.29,한화오션,7.65,4,1,-29.6%,-,1.0
2026.06.29,LS,7.34,3,1,-35.2%,-,2.0
2026.06.29,카카오뱅크,7.09,3,2,-26.3%,-,3.0
2026.06.29,고려아연,6.53,4,2,-46.8%,-,3.0
2026.06.29,에이피알,6.34,6,2,-15.9%,-,4.0
2026.06.29,삼성중공업,6.3,4,2,-28.9%,-,3.0
2026.06.29,한국항공우주,6.21,5,2,-25.5%,-,3.0
2026.06.29,HD현대일렉트릭,6.12,2,1,-34.0%,-,2.0
2026.06.29,삼성증권,5.68,2,1,-26.6%,-,2.0
2026.06.29,효성중공업,5.51,5,2,-28.8%,-,3.0
2026.06.29,LG씨엔에스,5.46,3,2,-44.9%,-,2.0
2026.06.29,HD현대,5.35,3,2,-34.6%,-,3.0
2026.06.29,한화시스템,5.3,3,1,-52.4%,-,2.0
2026.06.29,신한지주,5.24,4,2,-10.3%,-,3.0
2026.06.29,NH투자증권,5.23,4,2,-25.6%,-,3.0
2026.06.29,HD한국조선해양,5.21,4,2,-24.1%,-,3.0
2026.06.29,한국타이어앤테크놀로지,5.0,4,2,-14.2%,-,3.0
2026.06.29,HMM,4.97,4,2,-21.6%,-,3.0
2026.06.29,HD현대중공업,4.96,3,2,-20.5%,-,3.0
2026.06.29,현대글로비스,4.88,5,2,-34.9%,-,3.0
2026.06.29,현대오토에버,4.73,1,1,-43.4%,-,1.0
2026.06.29,하나금융지주,4.65,3,2,-13.0%,-,3.0
2026.06.29,삼성에스디에스,4.63,3,2,-45.1%,-,3.0
2026.06.29,삼양식품,4.41,4,2,-19.7%,-,4.0
2026.06.29,기아,3.92,3,2,-31.7%,-,3.0
2026.06.29,NAVER,3.87,3,2,-28.9%,-,3.0
2026.06.29,메리츠금융지주,3.48,4,2,-28.8%,-,3.0
2026.06.29,현대차,3.43,3,2,-33.7%,-,2.0
2026.06.29,DB손해보험,3.19,3,2,-34.0%,-,3.0
2026.06.29,현대모비스,3.19,4,2,-34.6%,-,2.0
2026.06.29,한화,3.17,5,2,-31.0%,-,3.0
2026.06.29,KT&G,3.17,3,2,-8.6%,-,3.0
2026.06.29,한국전력,3.1,5,3,-40.5%,-,4.0
2026.06.29,HD현대마린솔루션,3.0,4,2,-20.5%,-,4.0
2026.06.29,KB금융,2.95,3,2,-10.6%,-,3.0
2026.06.29,우리금융지주,2.65,3,2,-28.7%,-,3.0
2026.06.29,현대차2우B,2.61,4,2,-33.1%,-,3.0
2026.06.29,산일전기,2.56,2,1,-33.9%,-,2.0
2026.06.29,두산,2.5,3,2,-32.9%,-,3.0
2026.06.29,기업은행,2.49,4,2,-29.4%,-,3.0
2026.06.29,삼성전기,2.26,5,2,-10.2%,-,2.0
2026.06.29,LG,2.23,3,2,-39.2%,-,2.0
2026.06.29,이수페타시스,1.76,5,2,-32.0%,-,3.0
2026.06.29,한진칼,1.65,5,5,-32.3%,-,5.0
2026.06.29,LIG디펜스앤에어로스페이스,1.36,4,2,-27.0%,-,3.0
2026.06.29,대한항공,1.07,5,5,-5.5%,-,5.0
2026.06.29,KT,0.96,4,2,-23.5%,-,3.0
2026.06.29,한화에어로스페이스,0.89,5,2,-33.6%,-,3.0
2026.06.29,LG전자,0.41,3,2,-49.9%,-,2.0
2026.06.29,한미반도체,0.19,4,2,-37.0%,-,3.0
2026.06.30,대덕전자,16.28,4,1,-19.5%,-,2.0
2026.06.30,산일전기,8.16,3,2,-28.5%,-,2.0
2026.06.30,LG이노텍,7.21,3,1,-35.9%,-,2.0
2026.06.30,삼성전기,7.16,5,3,-3.8%,-,3.0
2026.06.30,LS ELECTRIC,6.25,4,2,-73.1%,-,2.0
2026.06.30,SK,6.24,7,1,🔥 -2.8%,-,3.0
2026.06.30,크래프톤,5.59,6,3,-19.6%,-,3.0
2026.06.30,이수페타시스,5.2,5,3,-28.5%,-,3.0
2026.06.30,효성중공업,5.01,5,3,-25.3%,-,3.0
2026.06.30,HD현대일렉트릭,3.74,3,2,-31.5%,-,2.0
2026.06.30,키움증권,3.63,4,2,-30.8%,-,3.0
2026.06.30,신세계,3.57,5,1,🔥 -1.6%,-,3.0
2026.06.30,SK스퀘어,3.48,7,1,-13.9%,-,2.0
2026.06.30,KB금융,3.45,4,3,-7.6%,-,3.0
2026.06.30,삼성전자,3.41,4,1,-7.9%,-,3.0
2026.06.30,LG전자,3.2,4,3,-48.3%,-,3.0
2026.06.30,S-Oil,2.6,7,3,-24.7%,-,4.0
2026.06.30,LS,1.95,4,2,-33.9%,-,2.0
2026.06.30,메리츠금융지주,1.44,4,3,-27.8%,-,3.0
2026.06.30,한국금융지주,1.38,4,2,-24.4%,-,2.0
